account_name,account_id,after_school,max_capacity,facility_type,program_published,fees_type,advocacy_type,billing_street,billing_city,billing_zip,website,phone,GEOID,indexSupply,indexDemand,MainGrp
Dallas Park and Recreation at Ascher Silberstein ES,0013100001bY5qW,TRUE,50,School,TRUE,No Charge,P&R,5940 Hollis Ave.,Dallas,75227,www.dallasparks.org,(972) 741-6937,48113008402,85,67,Demand < Supply
"Frazier Revitalization, Inc. at Frazier Townhomes",0013100001cEuDv,TRUE,50,Community Center/Nonprofit,TRUE,Sliding Scale,Local Nonprofit,5646 Milton St. Suite 407,Dallas,75206,"",469.221.0704,48113007913,85,55,Demand < Supply
"Services of Hope, LCC. Extended Day Program at Elisha Pease Elementary School",0013100001bT4Ku,TRUE,50,School,TRUE,No Charge,Local Nonprofit,2914 Cummings Street,Dallas,75216,www.servicesofhope.org,(214)276-0234,48113008704,93,63,Demand < Supply
Arcadia Park Recreation Center,0013100001bT7VU,TRUE,50,Municipal Building,TRUE,Fee,P&R,5420 S. Arcadia Dr.,Dallas,75211,www.dallasparks.org,(214)670-1909,48113010704,85,66,Demand < Supply
YMCA at Norris Elementary,0013100001mAyu9,TRUE,50,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,10101 Shepton Lane,Dallas,75035,https://www.ymcadallas.org/locations/,(469) 633-4075,,,,
A Time & A Season Christian Dayschool,0013100001cF5OQ,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,835 N MARSALIS AVE,DALLAS,75203,"",(214) 941-7770,48113002001,81,74,Demand = Supply
Kidz Kollege,001i000001YBHGu,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,7307 CHURCHILL GREEN DR,DALLAS,75228,"",(214) 660-4555,48113012208,92,63,Demand < Supply
Rylie Day Care Center,001i000001YBHHT,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,1509 HAYMARKET RD,DALLAS,75253,"",(972) 286-0357,48113011604,80,67,Demand < Supply
Scribbles Learning Center Inc,001i000001YBHHZ,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,8025 UMPHRESS RD,DALLAS,75217,"",(214) 398-7400,48113009104,75,89,Demand > Supply
Hopewell Development Center,001i000001YBHJQ,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,5144 DOLPHIN RD,DALLAS,75223,"",(214) 823-8707,48113002500,95,66,Demand < Supply
Aunt Faye Early Learning Center,001i000001YBHK2,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,2638 S BECKLEY AVE,DALLAS,75224,"",(214) 948-8684,48113005600,77,88,Demand > Supply
Creative Steps Academy,001i000001YBHEg,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,3249 W NORTHWEST HWY,DALLAS,75220,"",(214) 357-8029,48113000410,93,59,Demand < Supply
Kids Korner Learning Center,001i000001YBHEy,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,4707 LARUE,DALLAS,75211,"",(214) 339-4053,48113019900,78,84,Demand > Supply
Es Haven Academy,001i000001YBHFI,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,813 RYAN RD,DALLAS,75224,"",(214) 374-7443,48113006001,77,89,Demand > Supply
Little Steps Learning Center #2,001i000001YBHFS,TRUE,49,Child Care Center,TRUE,Sliding Scale,For Profit,7121 LAKE JUNE RD,DALLAS,75217,"",(214) 309-1500,48113009105,85,73,Demand < Supply
Bright Beginnings Child Development Center,0010Z00002CZ9RQ,TRUE,49,Child Care Center,TRUE,Fee,For Profit,7525 MILITARY PKWY,DALLAS,75227,"",469-439-6018,48113008500,90,69,Demand < Supply
First Steps Academy & Daycare - Monroe Dr,0010Z00002ACVQ8,TRUE,48,Child Care Center,TRUE,Sliding Scale,For Profit,10120 MONROE DR,DALLAS,75229,"",214-350-8145,48113009701,82,72,Demand = Supply
Romekias Little Goodies Resource Learning Center,001i000001YBHKW,TRUE,48,Child Care Center,TRUE,Sliding Scale,For Profit,1236 N JIM MILLER RD,DALLAS,75217,"",(972) 982-2194,48113009301,87,62,Demand < Supply
Little Einsteins Learning Center LLC,0010Z000026ffKv,TRUE,46,Child Care Center,TRUE,Sliding Scale,For Profit,9205 SKILLMAN ST STE 117,DALLAS,75243,"",469-941-4644,48113018505,75,92,Demand > Supply
Harry Stone Recreation Center,0013100001bdR3i,TRUE,45,Municipal Building,TRUE,Fee,P&R,2403 Millmar,Dallas,75228,www.dallasparks.org,214-670-0949,48113012502,87,63,Demand < Supply
Readers 2 Leaders at Uplift Heights Preparatory,0013r00002XT1UM,TRUE,45,School,TRUE,Fee,Local Nonprofit,2202 Calypso Street,Dallas,75212,"","",48113020500,88,62,Demand < Supply
Richardson ISD - Aikin Elementary,001i000001YBHHM,TRUE,45,School,TRUE,Sliding Scale,School Run,12300 PLEASANT VALLEY DR,DALLAS,75243,RISD,(469) 593-7536,48113019035,74,92,Demand > Supply
Richardson ISD Xplore!-Audelia Creek Elementary,001i000001YBHIT,TRUE,45,School,TRUE,Sliding Scale,School Run,12600 AUDELIA RD,DALLAS,75243,risd.org/pace,(469) 593-7419,48113019019,76,90,Demand > Supply
St. Mary of Carmal After School Care,0013100001dnlHy,TRUE,45,School,TRUE,Fee,Local Nonprofit,1716 Singleton Blvd.,Dallas,75212,www.smcschool.org,214-748-2934,48113004300,88,70,Demand < Supply
Care Center Community Center Basketball Program,0013100001ajiEA,TRUE,45,Municipal Building,TRUE,No Charge,P&R,7912 Antoinette St.,Dallas,75217,http://www.carecenterministries.org,(214) 824-9852,48113009304,75,89,Demand > Supply
Rainbow Land Child Care Center,001i000001YBHGV,TRUE,42,Child Care Center,TRUE,Sliding Scale,For Profit,5739 WORTH ST,DALLAS,75214,"",(214) 826-9161,48113001301,90,61,Demand < Supply
Imagination Station Child Care Center,001i000001YBHGf,TRUE,42,Child Care Center,TRUE,Sliding Scale,For Profit,7221 SCYENE RD,DALLAS,75227,"",(214) 388-8153,48113008500,90,69,Demand < Supply
Stepping Stones Early CDC Inc at Lake June,001i000001YBHHt,TRUE,42,Child Care Center,TRUE,Sliding Scale,For Profit,8315 LAKE JUNE RD,DALLAS,75217,"",(214) 309-1555,48113009203,77,87,Demand > Supply
A Christian Academy,001i000001YBHEk,TRUE,41,Child Care Center,TRUE,Sliding Scale,For Profit,2830 E ILLINOIS AVE,DALLAS,75216,"",(214) 371-9948,48113008802,84,67,Demand = Supply
Little Birdies Child Care,001i000001YBHGA,TRUE,41,Child Care Center,TRUE,Sliding Scale,For Profit,7655 S POLK ST,DALLAS,75232,"",(972) 228-0849,48113011101,93,68,Demand < Supply
Tony Little Clubhouse,0013r00002KVTHe,TRUE,41,Child Care Center,TRUE,Fee,For Profit,6909 SCYENE RD,DALLAS,75227,"",972-880-4557,48113008401,77,85,Demand > Supply
Timberglen Recreation Center,0013100001bdc2Q,TRUE,40,Municipal Building,TRUE,Fee,P&R,3810 Timberglen Rd.,Dallas,75287,www.dallasparks.org,(214) 671-0644,,,,
Pleasant Oaks Recreation Center,0013100001bdRB7,TRUE,40,Municipal Building,TRUE,Fee,P&R,8701 Greenmound,Dallas,75227,www.dallasparks.org,214-670-0945,48113009002,87,12,Demand < Supply
Kiest Recreation Center,0013100001bdQZI,TRUE,40,Municipal Building,TRUE,Fee,P&R,3081 S. Hampton,Dallas,75224,www.dallasparks.org,(214)670-1918,48113010804,84,81,Demand = Supply
Lake Highlands North Recreation Center,0013100001bdbaM,TRUE,40,Child Care Center,TRUE,Fee,For Profit,9940 White Rock Trl.,Dallas,75238,www.dallasparks.org,(214)670-7794,48113013008,97,66,Demand < Supply
The Salvation Army Dallas Pleasant Grove Corps. Community Center,0013100001beie3,TRUE,40,Community Center/Nonprofit,TRUE,Fee,National Nonprofit,8341 Elam Road,Dallas,75217,www.salvationarmydfw.org/,214.398.6619,48113009202,84,80,Demand > Supply
Janie C. Turner Recreation Center,0013100001bdlZZ,TRUE,40,Municipal Building,TRUE,Fee,P&R,6424 Elam Rd.,Dallas,75217,www.dallasparks.org,(214) 670-8277,48113009304,75,89,Demand > Supply
Mattie Nash Myrtle Davis Recreation Center,0013100001bTt7I,TRUE,40,Child Care Center,TRUE,Fee,For Profit,3710 N. Hampton Rd.,Dallas,75212,www.dallasparks.org,(214)670-6194,48113010101,82,59,Demand < Supply
Kleberg-Rylie Recreation Center,0013100001bdc0j,TRUE,40,Child Care Center,TRUE,Fee,For Profit,1515 Edd,Dallas,75253,www.dallasparks.org,(214)670-8648,48113017101,79,65,Demand < Supply
Behind Every Door at Roseland Townhomes,0010Z0000274BrG,TRUE,40,Apartment Complex,TRUE,No Charge,Local Nonprofit,"1949 N Washington Ave, Dallas, TX",Dallas,75204,"","",48113001601,93,,
BridgeBuilders at Turner Courts,0013100001lJHdt,TRUE,40,Community Center/Nonprofit,TRUE,No Charge,Local Nonprofit,6601 Bexar St,Dallas,75215,https://bridgebuilders.org/,"",48113011500,76,71,Demand = Supply
Studio Bella Explorers at Martha Turner Reilly,0013r00002TzTMT,TRUE,40,School,TRUE,Sliding Scale,For Profit,11230 Lippitt Ave,DALLAS,75218,"",972-749-7800,48113012802,90,60,Demand < Supply
Walnut Hill Recreation Center,0013100001bdQcv,TRUE,40,Municipal Building,TRUE,Fee,P&R,10011 Midway Rd.,Dallas,75229,www.dallasparks.org,(214)670-7112,48113009500,86,68,Demand < Supply
St. Vincent de Paul StudyTime at Santa Clara of Assisi Catholic Academy,0013100001ajym0,TRUE,40,Faith Community,TRUE,No Charge,Local Nonprofit,321 Calumet,Dallas,75211,www.sdvpdallas.org,(214) 794-3036,48113006701,80,81,Demand > Supply
Juanita J. Craft Recreation Center,0013100001bT7Ec,TRUE,40,Child Care Center,TRUE,Fee,P&R,4500 Spring Ave.,Dallas,75210,www.dallasparks.org,(214)670-8391,48113002703,92,70,Demand < Supply
Anita N. Martinez Recreation Center,0013100001bT82N,TRUE,40,Municipal Building,TRUE,Fee,P&R,3212 N. Winnetka Ave.,Dallas,75212,www.dallasparks.org,(214)670-4109,48113010102,86,76,Demand < Supply
After School Cafe at Oak Cliff Cultural Center,0013100001bT2Jj,TRUE,40,Community Center/Nonprofit,TRUE,No Charge,For Profit,223 W. Jefferson Blvd.,Dallas,75208,www.dallasculture.org/occc,(214)670-3777,48113004700,81,84,Demand > Supply
"Childrens Place Christian Learning Center, LLC",001i000001YBHIp,TRUE,39,Child Care Center,TRUE,Sliding Scale,For Profit,7717 GREENSPAN AVE,DALLAS,75232,"",(972) 293-4215,48113011104,86,71,Demand < Supply
Liberated Children's House - Montessori Preschool,0010Z0000232Qae,TRUE,38,School,TRUE,Sliding Scale,School Run,10915 GARLAND RD,Dallas,75218,"",972-863-1786,48113012802,90,60,Demand < Supply
Kiddie Kare,001i000001YBHFx,TRUE,38,Child Care Center,TRUE,Sliding Scale,For Profit,4126 MARYLAND AVE,DALLAS,75216,"",(214) 375-2331,48113005901,99,62,Demand < Supply
Sonja Lil' Darling,001i000001YBHHk,TRUE,36,Child Care Center,TRUE,Sliding Scale,For Profit,5739 BONNIE VIEW RD,DALLAS,75241,"",(214) 374-9090,48113011401,84,67,Demand = Supply
Annette's Day Care Center Too!,001i000001YBHIb,TRUE,36,Child Care Center,TRUE,Sliding Scale,For Profit,3034 S BECKLEY AVE,DALLAS,75224,"",(214) 946-1885,48113005600,77,88,Demand > Supply
Jacksons Playland,001i000001YBHEV,TRUE,36,Child Care Center,TRUE,Sliding Scale,For Profit,2515 PEABODY AVE,DALLAS,75215,"",(214) 565-1118,48113020300,87,68,Demand < Supply
St. Vincent de Paul StudyTime at Dallas Thrift Store Classroom,0013100001ajybH,TRUE,36,Community Center/Nonprofit,TRUE,No Charge,Local Nonprofit,3052 W. Northwest Hwy,Dallas,75220,www.sdvpdallas.org,"",48113000410,93,59,Demand < Supply
Umphress Recreation Center,0013100001bTwb6,TRUE,35,Municipal Building,TRUE,Fee,P&R,7616 Umphress Rd.,Dallas,75217,www.dallasparks.org,(214)670-0956,48113009105,85,73,Demand < Supply
Fruitdale Recreation Center,0013100001bTvUN,TRUE,35,Municipal Building,TRUE,Fee,P&R,4408 Vandervort Dr.,Dallas,75216,www.dallasparks.org,(214)670-7600,48113008701,88,63,Demand < Supply
Fireside Recreation Center,0013100001bTv2O,TRUE,35,Municipal Building,TRUE,Fee,P&R,8601 Fireside Dr.,Dallas,75217,www.dallasparks.org,(214)670-0959,48113011603,82,63,Demand < Supply
Greater Cornerstone Academy,0013100001nSZZZ,TRUE,35,Child Care Center,TRUE,Sliding Scale,For Profit,8350 FOREST LN.,Dallas,75243,"",(214) 864-1113,48113007805,92,66,Demand < Supply
Kids-U at Otto II Apartment Complex,0013100001lKesT,TRUE,35,Apartment Complex,TRUE,No Charge,Local Nonprofit,8201 Fair Oaks Crossing,Dallas,75231,www.kids-u.org,954-708-7591,48113007825,80,70,Demand = Supply
Moore's Faithful 2 Learning,0013100001pojLU,TRUE,34,Child Care Center,TRUE,Sliding Scale,For Profit,2120 N. Saint Augustine Dr. Ste. 120,Dallas,75227,"",(214) 576-6739,48113012000,73,93,Demand > Supply
Kids University Learning Center at S. Marsalis Ave.,001i000001YBHSz,TRUE,34,Child Care Center,TRUE,Sliding Scale,For Profit,4456 S MARSALIS AVE,DALLAS,75216,"",(214) 541-8227,48113005901,99,62,Demand < Supply
YMCA Town North at The LamplighterSchool,001i000001YBHHl,TRUE,34,Community Center/Nonprofit,TRUE,Sliding Scale,National Nonprofit,11611 INWOOD RD,DALLAS,75229,"",(214) 369-9201,48113013500,83,55,Demand < Supply
Casa de Paz Montessori,001i000001YBHDw,TRUE,34,School,TRUE,Sliding Scale,School Run,335 CENTRE ST,DALLAS,75208,"",(972) 533-5729,48113005000,89,76,Demand < Supply
The Parks at Wynnewood-After School,001i000001YBHKn,TRUE,34,School,TRUE,Sliding Scale,"",2002 DIDSBURY CIR,DALLAS,75224,"",(214) 948-5154,48113006200,89,70,Demand < Supply
Exall Recreation Center,0013100001bT6hi,TRUE,34,Municipal Building,TRUE,Fee,P&R,1355 Adair St.,Dallas,75204,www.dallasparks.org/,(214) 670-7812,48113002200,80,72,Demand = Supply
Tiny 1's Treasured Learning Center,0010Z000023hh0h,TRUE,33,Child Care Center,TRUE,Sliding Scale,For Profit,3418 S BECKLEY AVE,DALLAS,75224,"",214-434-1131,48113005902,77,80,Demand > Supply
Genesis Foundation Child Care Learning Center,001i000001YBHJG,TRUE,33,Child Care Center,TRUE,Sliding Scale,For Profit,801 W KIEST BLVD,DALLAS,75224,"",(214) 374-0075,48113006001,77,89,Demand > Supply
Smile of a Child Learning Center,001i000001YBHKb,TRUE,33,Child Care Center,TRUE,Sliding Scale,For Profit,515 N. Saint Augustine Dr.,DALLAS,75217,"",(972) 677-7137,48113011802,83,73,Demand = Supply
Small World Daycare Center,0010Z0000232QbN,TRUE,33,Child Care Center,TRUE,Sliding Scale,For Profit,4858 BERNAL DR,Dallas,75212,"",469-577-4055,48113010601,93,62,Demand < Supply
Kids-U at Hunnicut Apartment Complex,001i000000S8WLX,TRUE,32,Apartment Complex,TRUE,No Charge,Local Nonprofit,"7326 Hunnicut Rd., Bldg XIII, Apt. 1073",Dallas,75227,www.kids-u.org,469-855-5115,48113008500,90,69,Demand < Supply
NV Kids Academy,0010Z000025h6dO,TRUE,32,Child Care Center,TRUE,Sliding Scale,For Profit,1035 WESTMOUNT AVE,DALLAS,75211,"",972-296-4850,48113006800,90,68,Demand < Supply
Children's Creative World,001i000001YBHIn,TRUE,32,Child Care Center,TRUE,Sliding Scale,For Profit,6011 HOUSTON SCHOOL RD,DALLAS,75241,"",(214) 376-4199,48113011202,98,61,Demand < Supply
Lil Wiggys Christian Development Center-Gannon Ln,001i000001YBHJt,TRUE,32,Child Care Center,TRUE,Sliding Scale,For Profit,4333 GANNON LN STE 110,DALLAS,75237,"",(972) 572-3500,48113016607,84,82,Demand > Supply
Kids Time Before and After School Program,0010Z00001uFAHA,TRUE,31,Child Care Center,TRUE,Sliding Scale,For Profit,5909 UNIVERSITY HILLS BLVD,Dallas,75241,"",469-779-6445,48113011202,98,61,Demand < Supply
Not Home Alone Program at Agape Memorial United Methodist Church,0013100001mPpRb,TRUE,30,Faith Community,TRUE,Fee,For Profit,5111 Capitol Ave.,Dallas,75206,www.agapememorialumc.org,469-235-8769,48113000901,86,64,Demand < Supply
Heart House Wildflower at Wildflower Apartment Complex,001i000000VPmRh,TRUE,30,Apartment Complex,TRUE,No Charge,Local Nonprofit,8515 Park Lane #303,Dallas,75231,www.hearthousedallas.org,978-822-0076,48113007821,86,75,Demand < Supply
Just Keep Livin' at L. G. Pinkston High School,0013100001p7hyS,TRUE,30,School,TRUE,No Charge,National Nonprofit,2200 Dennison Street,Dallas,75212,https://www.jklivinfoundation.org/,214-306-8400 x114,48113020500,88,62,Demand < Supply
Just Keep Livin' at Sunset High School,0013100001p7i0J,TRUE,30,School,TRUE,No Charge,National Nonprofit,2120 W. Jefferson Blvd.,Dallas,75208,https://www.jklivinfoundation.org/,214-306-8400 x114,48113005200,83,83,Demand > Supply
YMCA at Personalized Prep,0010Z000024Fpcl,TRUE,30,School,TRUE,Sliding Scale,National Nonprofit,2827 Throckmorton Street,Dallas,75219,"",214-415-8527,48113000501,85,,
Churchill Recreation Center,0013100001bda3Y,TRUE,30,Municipal Building,TRUE,Fee,P&R,6906 Churchill Way,Dallas,75230,www.dallasparks.org,(214)670-6477,48113013202,87,66,Demand < Supply
Fretz Recreation Center,0013100001bdbbt,TRUE,30,Municipal Building,TRUE,Fee,P&R,6950 Beltline,Dallas,75254,www.dallasparks.org,(214) 670-6203,48113013608,78,72,Demand = Supply
M.L. King Jr. Recreation Center,0013100001bTtSi,TRUE,30,Municipal Building,TRUE,Fee,P&R,2901 Pennsylvania Avenue Building E,Dallas,75215,www.dallasparks.org,(214)670-8363,48113020300,87,68,Demand < Supply
Forerunner Junior High Mentoring Program,0010Z00001ud5C1,TRUE,30,School,TRUE,No Charge,Local Nonprofit,10805 Walnut Hill Ln,Dallas,75238,"",214-952-9060,48113013011,75,90,Demand > Supply
Sharons Playground Learning Center,001i000001YBHHd,TRUE,30,Child Care Center,TRUE,Sliding Scale,For Profit,3949 SAINT FRANCIS AVE STE B,DALLAS,75228,"",(469) 684-8299,48113012207,93,59,Demand < Supply
KU Champions LLC at George Bannerman Dealey Montessori,001i000001YBHDu,TRUE,30,School,TRUE,Fee,For Profit,6501 Royal Lane,Dallas,75230,"",(972) 794-8400,48113013300,79,64,Demand < Supply
Jaycee-Zaragoza Recreation Center,0013100001bT8Mc,TRUE,30,Municipal Building,TRUE,Fee,P&R,3114 Clymer St.,Dallas,75212,www.dallasparks.org,(214)670-6188,48113010601,93,62,Demand < Supply
Forerunner Elementary Mentoring Program,0010Z00002CYA1Z,TRUE,30,Faith Community,TRUE,No Charge,Local Nonprofit,10805 Walnut Hill Lane,Dallas,75238,"",479-236-7741,48113013011,75,90,Demand > Supply
Blessed Little Angels Academy,0010Z00001xShRm,TRUE,29,Child Care Center,TRUE,Sliding Scale,For Profit,2615 GUS THOMASSON RD,DALLAS,75228,"","",48113012502,87,63,Demand < Supply
Moores Faithful Learning Academy,001i000001YBHIE,TRUE,28,Child Care Center,TRUE,Sliding Scale,For Profit,4807 S DENLEY DR,DALLAS,75216,"",(214) 576-6739,48113005700,91,66,Demand < Supply
Refugee Resources,0013r00002HpTyL,TRUE,25,Community Center/Nonprofit,TRUE,No Charge,National Nonprofit,7317 Holly Hill Dr. #A1,Dallas,75231,https://www.refugeeresources.org/,214-934-1686,48113007815,77,88,Demand > Supply
Eloise Lundy Recreation Center,0013100001bTqmr,TRUE,25,Child Care Center,TRUE,Fee,For Profit,1228 Sabine St.,Dallas,75203,www.dallasparks.org,(214)670-6781,48113021000,96,60,Demand < Supply
Project Transformation at Christ's Foundry United Methodist Church,001i000000Na3OC,TRUE,25,Faith Community,TRUE,Fee,National Nonprofit,9891 Webb Chapel,Dallas,75220,"",(469) 740-4917,48113009803,94,60,Demand < Supply
Project Transformation at Elmwood United Methodist Church,001i000000Na3OD,TRUE,25,Faith Community,TRUE,Fee,National Nonprofit,1315 Berkley,Dallas,75224,"",(469) 970-0039,48113006302,76,80,Demand > Supply
Dallas Prestige Group at Charles Rice Learning Center,0010Z00001ubA59,TRUE,25,School,TRUE,No Charge,"","2425 Pine St,",Dallas,75215,www.dallasprestigegroup.com,(214) 428-5171,48113020800,91,71,Demand < Supply
Heart House Park Lane at Wildflower Apartment Complex,001i000000WZtkE,TRUE,25,Apartment Complex,TRUE,No Charge,Local Nonprofit,8515 Park Lane #307,Dallas,75231,www.hearthousedallas.org,469-248-6614,48113007821,86,75,Demand < Supply
Kids-U at Solaire Apartment Complex,0010Z000025hodR,TRUE,25,Apartment Complex,TRUE,No Charge,Local Nonprofit,4753 Duncanville Rd,Dallas,75236,kids-u.org,469-650-1643,48113016533,79,72,Demand = Supply
Willie B. Johnson Recreation Center,0013100001bdbi6,TRUE,25,Municipal Building,TRUE,Fee,P&R,12225 Willowdell,Dallas,75243,www.dallasparks.org,(214)670-6182,48113007829,89,65,Demand < Supply
Martin Weiss Recreation Center,0013100001bT7nN,TRUE,25,Child Care Center,TRUE,Fee,For Profit,1111 Martindell Ave.,Dallas,75211,www.dallasparks.org,(214)670-1919,48113006402,77,87,Demand > Supply
Amarias Learning Center,001i000001YBHIY,TRUE,24,School,TRUE,Sliding Scale,For Profit,768 N SAINT AUGUSTINE DR,DALLAS,75217,"",(214) 309-9301,48113011802,83,73,Demand = Supply
Children 1st Learning Center,001i000001YBHES,TRUE,21,Child Care Center,TRUE,Sliding Scale,For Profit,3540 WILHURT AVE # 169,DALLAS,75216,"",(214) 812-9366,48113008701,88,63,Demand < Supply
Thurgood Marshall Recreation Center,0013100001bdRIm,TRUE,20,Municipal Building,TRUE,Fee,P&R,5150 Mark Trail,Dallas,75232,www.dallasparks.org,214-670-1928,48113011004,91,60,Demand < Supply
Beckley-Saner Recreation Center,0013100001bdQWt,TRUE,20,Municipal Building,TRUE,Fee,P&R,114 W Hobson Ave.,Dallas,75224,www.dallasparks.org,(214) 670-7595,48113005600,77,88,Demand > Supply
Tommie M. Allen Recreation Center,0013100001bdbeE,TRUE,20,Municipal Building,TRUE,Fee,P&R,7071 Bonnieview Road,Dallas,75241,www.dallasparks.org,(214)670-0986,48113016710,82,66,Demand < Supply
Family Place Shelter at 3rd and Up,001i000000NZ5HG,TRUE,20,Community Center/Nonprofit,FALSE,No Charge,Local Nonprofit,PO Box 7999,Dallas,75209,http://www.familyplace.org,(214) 559-2170,48113007102,90,62,Demand < Supply
Heart House Pineland at Wildflower Apartment Complex,001i000000VPmNQ,TRUE,20,Apartment Complex,TRUE,No Charge,Local Nonprofit,8515 Park Lane #2407,Dallas,75231,www.hearthousedallas.org,469-554-8678,48113007821,86,75,Demand < Supply
Momentous Institute at Main Campus-CERTIFIED,001i000000Uf0sM,TRUE,20,Community Center/Nonprofit,TRUE,No Charge,Local Nonprofit,9705 Harry Hines Blvd,Dallas,75220,"",(214) 916-4036,48113010001,79,70,Demand = Supply
Unity Community Gardens,001i000001Uk7TA,TRUE,20,Child Care Center,TRUE,No Charge,For Profit,2813 Troy St,Dallas,75210,www.unitycommunitygardens.net,361-548-7003,48113002703,92,70,Demand < Supply
Brother Bill's Helping Hand After School Program,0013r00002DcO4Y,TRUE,10,Community Center/Nonprofit,TRUE,"","",3906 North Westmoreland Road,Dallas,75212,"",334-332-6135,48113020500,88,62,Demand < Supply
Mercy Street Sports,0013100001bTjqt,TRUE,0,Child Care Center,TRUE,Sliding Scale,For Profit,3801 Holystone St.,Dallas,75212,mercystreetdallas.org,(214)730-4832,48113020500,88,62,Demand < Supply
Little Scholars Learning Center,0013100001mAWv0,TRUE,112,Child Care Center,TRUE,Sliding Scale,For Profit,1518 John West Rd.,Dalllas,75181,"",(214) 321-5437,48113012211,77,87,Demand > Supply
Kosmic Kids,001i000001YBHG6,TRUE,206,Child Care Center,TRUE,Sliding Scale,For Profit,1101 E PLEASANT RUN RD,DESOTO,75115,"",(469) 567-4543,48113016610,96,63,Demand < Supply
"DeSoto Private School & Day Care Center, Inc.",001i000001YBHJ0,TRUE,200,Child Care Center,TRUE,Sliding Scale,For Profit,301 E BELT LINE RD,DESOTO,75115,"",(972) 223-6450,48113016620,91,65,Demand < Supply
DeSoto Children's Academy,0010Z000024CxvZ,TRUE,188,Child Care Center,TRUE,Sliding Scale,For Profit,901 N POLK ST,DESOTO,75115,"",817-682-1504,48113016610,96,63,Demand < Supply
Park Ridge Academy,001i000001YBHGx,TRUE,175,Child Care Center,TRUE,Sliding Scale,For Profit,415 E PARKERVILLE RD,DESOTO,75115,"",(972) 223-7913,48113016628,85,7,Demand < Supply
Learning Adventure Children's Center,001i000001YBHGc,TRUE,146,Child Care Center,TRUE,Sliding Scale,For Profit,410 E WINTERGREEN RD,DESOTO,75115,"",(972) 224-3772,48113016619,92,66,Demand < Supply
Nueva Vida Day Care DeSoto,001i000001YBHGl,TRUE,140,Child Care Center,TRUE,Sliding Scale,For Profit,135 W WINTERGREEN RD,DESOTO,75115,"",(972) 296-4850,48113016634,88,68,Demand < Supply
First Step Learning Center at Hampton Rd.,001i000001YBHGv,TRUE,136,Child Care Center,TRUE,Sliding Scale,For Profit,335 S HAMPTON RD,DESOTO,75115,"",(972) 230-8100,48113016632,82,73,Demand = Supply
The Chocolate MINT,0013100001beYpM,TRUE,135,Community Center/Nonprofit,TRUE,Fee,Local Nonprofit,201 Executive Way,Desoto,75115,www.chocolatemint.org,(972) 224-7200,48113016634,88,68,Demand < Supply
Smithfield Learning Center Inc,001i000001YBHT7,TRUE,113,Child Care Center,TRUE,Sliding Scale,For Profit,1624 FALCON DR,DESOTO,75115,"",(972) 572-1555,48113016634,88,68,Demand < Supply
KCE Champions LLC @ Uplift-Gradus,0013r00002QWCOa,TRUE,102,School,TRUE,No Charge,For Profit,121 SEAHAWK DR,DESOTO,75115,"",940-368-3794,48113016634,88,68,Demand < Supply
ACE 21st Century After School Program at Northside Elementary,0013100001m7iVD,TRUE,100,School,TRUE,No Charge,School Run,525 Ray Ave,Desoto,75115,http://www.desotoisd.org/departments/a_c_e_after_school_program,(972) 224-6709,48113016619,92,66,Demand < Supply
DeSoto ISD ACE Afterschool at Cockrell Hill Elementary School,0013100001m7iPU,TRUE,100,School,TRUE,No Charge,School Run,425 S Cockrell Hill Rd.,Desoto,75115,www.desotoisd.org/departments/a_c_e_after_school_program,(972) 223-6666,48113016631,79,75,Demand = Supply
DeSoto ISD ACE Afterschool at Meadows Elementary School,0013100001m7iXK,TRUE,100,School,TRUE,No Charge,School Run,1016 The Meadows Pkwy,Desoto,75115,http://www.desotoisd.org/departments/a_c_e_after_school_program,(469)810-4085,48113016610,96,63,Demand < Supply
DeSoto ISD ACE Afterschool at Woodridge Elementary School,0013100001m7iYb,TRUE,100,School,TRUE,No Charge,School Run,707 Young Blvd,Desoto,75115,http://www.desotoisd.org/departments/a_c_e_after_school_program,(469)810-4085,48113016618,96,67,Demand < Supply
Forest Park Academy,001i000001YBHGw,TRUE,98,School,TRUE,Sliding Scale,For Profit,2024 N WESTMORELAND RD,DESOTO,75115,"",(972) 298-5437,48113016638,84,72,Demand = Supply
Sweet Start Childcare,0013r00002HqvYE,TRUE,95,Child Care Center,TRUE,Fee,For Profit,115 W BELT LINE RD,DESOTO,75115,"",469-747-3073,48113016618,96,67,Demand < Supply
A Heart to Give Early Childhood Center,0010Z00001uITvv,TRUE,92,Child Care Center,TRUE,Sliding Scale,For Profit,106 Barrows Pl,Desoto,75115,"",972-920-5008,48113016618,96,67,Demand < Supply
